Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature,humidity ,,,,,,,
34284,horsegram,20,60,20,5.9,1246.715,22.6,53.04408395,,,,,,,
4162,barley,70,40,45,5.44,75.32,22.676,83.67990891,,,,,,,
69524,onion,120,60,65,6.18,34.81,34.66666667,81.80738171,,,,,,,
88566,maize,80,40,20,5.6,1111.68,28.64818182,65.09224945,,,,,,,
47205,cucumber,60,60,85,6.34,942.8,28.99454545,86.05565133,,,,,,,
97506,horsegram,20,60,20,5.86,167.38,23.56,53.04408395,,,,,,,
59554,jowar,80,40,40,5.52,1011.49,30.43,83.6912729,,,,,,,
65207,wheat,60,30,30,6.11,240.1,10.38,69.69871028,,,,,,,
17382,barley,70,40,45,5.62,75.32,22.676,83.67990891,,,,,,,
44534,wheat,60,30,30,6.5,70.11,25.6,69.69871028,,,,,,,
30438,maize,80,40,20,5.6,75.32,22.676,65.09224945,,,,,,,
21393,sunflower,50,60,30,5.4,607.48,26.36666667,50.59023438,,,,,,,
54581,onion,120,60,65,6.08,770.44,28.68,81.80738171,,,,,,,
24534,jute,80,40,40,5.5,1166.94,28.33333333,79.63986421,,,,,,,
25373,onion,120,60,65,6.02,2169.32,23.73636364,81.80738171,,,,,,,
44581,cotton,120,40,20,5.48,607.48,26.36666667,79.84347425,,,,,,,
42006,cotton,120,40,20,5.56,790.98,30.61666667,79.84347425,,,,,,,
43362,sweetpotato,90,20,120,5.1,2817.86,27.90909091,81.53893093,,,,,,,
23322,maize,80,40,20,5.44,770.44,28.68,65.09224945,,,,,,,
16245,moong,20,40,20,5.62,297.66,29.56666667,85.49997454,,,,,,,
1348,maize,80,40,20,5.68,810.26,29.95636364,65.09224945,,,,,,,
24277,onion,120,60,65,6.14,1411.78,19.94545455,81.80738171,,,,,,,
32718,maize,80,40,20,5.64,98.98,34.92333333,65.09224945,,,,,,,
10898,wheat,60,30,30,6.11,152.54,22.28,69.69871028,,,,,,,
91421,soyabean,20,60,20,5.54,579.75,34.01,48.43839821,,,,,,,
756,barley,70,40,45,5.64,87.2,23.106,83.67990891,,,,,,,
63868,jute,80,40,40,5.5,1543.76,27.33333333,79.63986421,,,,,,,
59637,moong,20,40,20,5.44,1011.49,30.43,85.49997454,,,,,,,
69873,garlic,50,10,60,5.44,75.32,22.676,87.04405082,,,,,,,
33045,coriander,10,20,20,6.6,1299.26,26.51818182,85.21199775,,,,,,,
12786,maize,80,40,20,5.44,516.68,27.86666667,65.09224945,,,,,,,
64221,barley,70,40,45,5.64,87.2,23.106,83.67990891,,,,,,,
74415,onion,120,60,65,5.84,1111.68,28.64818182,81.80738171,,,,,,,
69752,coriander,10,20,20,6.64,689.88,29.03727273,85.21199775,,,,,,,
29023,sweetpotato,90,20,120,5.06,1426.3,26.73636364,81.53893093,,,,,,,
32572,rapeseed,50,40,20,4.98,87.2,23.106,67.94262421,,,,,,,
92185,jowar,80,40,40,5.52,579.75,34.01,83.6912729,,,,,,,
52264,soyabean,20,60,20,5.68,1011.49,30.43,48.43839821,,,,,,,
33951,moong,20,40,20,5.32,1246.715,22.6,85.49997454,,,,,,,
98825,maize,80,40,20,5.64,579.75,34.01,65.09224945,,,,,,,
55824,wheat,60,30,30,6.7,152.54,22.28,69.69871028,,,,,,,
7794,soyabean,20,60,20,5.46,607.48,26.36666667,48.43839821,,,,,,,
62826,onion,120,60,65,6.08,689.88,29.03727273,81.80738171,,,,,,,
53012,sweetpotato,90,20,120,5.12,1426.3,26.73636364,81.53893093,,,,,,,
67724,ragi,50,40,20,5.5,113.7,30.26666667,80.86078808,,,,,,,
70,sunflower,50,60,30,5.36,654.34,29.26666667,50.59023438,,,,,,,
21700,turmeric,25,60,100,5.14,1050.245,18.77818182,80.86305427,,,,,,,
7538,rice,80,40,40,5.32,1011.49,30.43,82.27282154,,,,,,,
92364,onion,120,60,65,5.98,1411.78,19.94545455,81.80738171,,,,,,,
49085,rapeseed,50,40,20,4.9,127.68,20.8,67.94262421,,,,,,,
63082,potato,180,60,90,5.02,1501.98,25.81818182,78.95371989,,,,,,,
14438,soyabean,20,60,20,5.56,607.48,26.36666667,48.43839821,,,,,,,
43249,mango,20,20,30,4.88,2817.86,27.90909091,50.1565727,,,,,,,
25220,sweetpotato,90,20,120,4.86,2169.32,23.73636364,81.53893093,,,,,,,
22302,rice,80,40,40,5.52,1145.22,28.5,82.27282154,,,,,,,
77572,onion,120,60,65,5.82,75.32,22.676,81.80738171,,,,,,,
12077,onion,120,60,65,5.82,1026.64,29.18636364,81.80738171,,,,,,,
48041,moong,20,40,20,5.4,579.75,34.01,85.49997454,,,,,,,
79957,ragi,50,40,20,5.48,790.98,30.61666667,80.86078808,,,,,,,
22835,onion,120,60,65,5.9,556.2,28.54545455,81.80738171,,,,,,,
37612,ladyfinger,80,10,40,6.58,884.5,27.65454545,80.7869138,,,,,,,
92803,maize,80,40,20,5.4,288.3,25.46,65.09224945,,,,,,,
54988,potato,180,60,90,4.94,75.32,22.676,78.95371989,,,,,,,
95719,coriander,10,20,20,6.32,1603.2375,22.89090909,85.21199775,,,,,,,
77282,moong,20,40,20,5.5,579.75,34.01,85.49997454,,,,,,,
50540,moong,20,40,20,5.52,331.88,35.34666667,85.49997454,,,,,,,
52038,soyabean,20,60,20,5.4,1011.49,30.43,48.43839821,,,,,,,
64733,onion,120,60,65,6.1,1299.26,26.51818182,81.80738171,,,,,,,
10823,wheat,60,30,30,6.8,152.54,22.28,69.69871028,,,,,,,
33559,wheat,60,30,30,6.9,41.3,21.704,69.69871028,,,,,,,
14441,sunflower,50,60,30,5.54,70.11,25.6,50.59023438,,,,,,,
65554,sunflower,50,60,30,5.52,1246.715,22.6,50.59023438,,,,,,,
50202,moong,20,40,20,5.34,94.02,22.38,85.49997454,,,,,,,
86963,moong,20,40,20,5.56,1151.02,28.03333333,85.49997454,,,,,,,
47240,onion,120,60,65,6.02,770.44,28.68,81.80738171,,,,,,,
11373,rapeseed,50,40,20,4.94,127.68,20.8,67.94262421,,,,,,,
71001,jute,80,40,40,5.58,1543.76,27.33333333,79.63986421,,,,,,,
7890,rice,80,40,40,5.52,37.09,27.96666667,82.27282154,,,,,,,
43245,brinjal,80,15,40,6.44,2817.86,27.90909091,80.74756245,,,,,,,
57281,maize,80,40,20,5.34,98.98,34.92333333,65.09224945,,,,,,,
10888,potato,180,60,90,5.02,1501.98,25.81818182,78.95371989,,,,,,,
57090,rice,80,40,40,5.62,87.2,23.106,82.27282154,,,,,,,
37209,wheat,60,30,30,6.4,19.38,22.766,69.69871028,,,,,,,
21475,jowar,80,40,40,5.52,607.48,26.36666667,83.6912729,,,,,,,
56417,wheat,60,30,30,6.1,127.68,20.8,69.69871028,,,,,,,
59609,moong,20,40,20,5.44,1011.49,30.43,85.49997454,,,,,,,
10407,rapeseed,50,40,20,4.82,75.32,22.676,67.94262421,,,,,,,
93697,moong,20,40,20,5.38,840.46,33.58333333,85.49997454,,,,,,,
13260,maize,80,40,20,5.58,1246.715,22.6,65.09224945,,,,,,,
63583,potato,180,60,90,5.1,2569.52,4.9,78.95371989,,,,,,,
73945,rapeseed,50,40,20,4.98,73.47,23.562,67.94262421,,,,,,,
75584,rice,80,40,40,5.58,10.265748,25.76,82.27282154,,,,,,,
9932,moong,20,40,20,5.32,579.75,34.01,85.49997454,,,,,,,
69851,turmeric,25,60,100,4.88,75.32,22.676,80.86305427,,,,,,,
87232,jowar,80,40,40,5.38,790.98,30.61666667,83.6912729,,,,,,,
45327,maize,80,40,20,5.68,70.598,18.92,65.09224945,,,,,,,
50834,rapeseed,50,40,20,4.84,122.42,18.58,67.94262421,,,,,,,
47360,maize,80,40,20,5.36,579.75,34.01,65.09224945,,,,,,,
24672,rice,80,40,40,5.66,152.54,22.28,82.27282154,,,,,,,
37518,mango,20,20,30,4.92,556.2,28.54545455,50.1565727,,,,,,,
92353,maize,80,40,20,5.52,1110.78,25.66666667,65.09224945,,,,,,,
26743,barley,70,40,45,5.56,240.1,10.38,83.67990891,,,,,,,
36429,rice,80,40,40,5.32,235.4251,26.64666667,82.27282154,,,,,,,
1910,barley,70,40,45,5.48,73.47,23.562,83.67990891,,,,,,,
63718,moong,20,40,20,5.48,127.68,20.8,85.49997454,,,,,,,
6166,banana,100,75,50,6.62,810.26,29.95636364,80.35812258,,,,,,,
67079,sunflower,50,60,30,5.44,70.11,25.6,50.59023438,,,,,,,
24034,maize,80,40,20,5.34,75.32,22.676,65.09224945,,,,,,,
39843,wheat,60,30,30,7,152.54,22.28,69.69871028,,,,,,,
90540,rice,80,40,40,5.68,1875.6,20.1,82.27282154,,,,,,,
17719,wheat,60,30,30,6.3,152.54,22.28,69.69871028,,,,,,,
76096,coriander,10,20,20,6.32,884.5,27.65454545,85.21199775,,,,,,,
52954,maize,80,40,20,5.52,207.55,26.43333333,65.09224945,,,,,,,
13848,cotton,120,40,20,5.58,1011.49,30.43,79.84347425,,,,,,,
85849,ragi,50,40,20,5.58,288.3,25.46,80.86078808,,,,,,,
68421,onion,120,60,65,6.18,556.2,28.54545455,81.80738171,,,,,,,
86492,horsegram,20,60,20,6.06,840.46,33.58333333,53.04408395,,,,,,,
43698,wheat,60,30,30,6.8,73.47,23.562,69.69871028,,,,,,,
45556,sweetpotato,90,20,120,4.82,1426.3,26.73636364,81.53893093,,,,,,,
8264,rice,80,40,40,5.64,207.55,26.43333333,82.27282154,,,,,,,
33327,ragi,50,40,20,5.68,790.98,30.61666667,80.86078808,,,,,,,
3289,sweetpotato,90,20,120,5.06,884.5,27.65454545,81.53893093,,,,,,,
66711,onion,120,60,65,6,1111.68,28.64818182,81.80738171,,,,,,,
14228,jowar,80,40,40,5.44,1011.49,30.43,83.6912729,,,,,,,
2805,barley,70,40,45,5.4,66.52,20.312,83.67990891,,,,,,,
61023,rice,80,40,40,5.4,510.05,33.37333333,82.27282154,,,,,,,
79446,rice,80,40,40,5.64,840.46,33.58333333,82.27282154,,,,,,,
65448,potato,180,60,90,5.16,122.42,18.58,78.95371989,,,,,,,
98158,horsegram,20,60,20,5.88,297.66,29.56666667,53.04408395,,,,,,,
57533,jowar,80,40,40,5.36,1151.02,28.03333333,83.6912729,,,,,,,
80513,ragi,50,40,20,5.36,1246.715,22.6,80.86078808,,,,,,,
12060,jowar,80,40,40,5.56,840.46,33.58333333,83.6912729,,,,,,,
74113,rice,80,40,40,5.64,1011.49,30.43,82.27282154,,,,,,,
45402,horsegram,20,60,20,6.14,1145.22,28.5,53.04408395,,,,,,,
7737,maize,80,40,20,5.56,607.48,26.36666667,65.09224945,,,,,,,
26192,rapeseed,50,40,20,5.02,94.02,22.38,67.94262421,,,,,,,
99803,barley,70,40,45,5.38,152.54,22.28,83.67990891,,,,,,,
45646,maize,80,40,20,5.48,1145.22,28.5,65.09224945,,,,,,,
41012,sweetpotato,90,20,120,5.16,1026.64,29.18636364,81.53893093,,,,,,,
97299,maize,80,40,20,5.46,167.38,23.56,65.09224945,,,,,,,
50263,banana,100,75,50,6.58,1299.26,26.51818182,80.35812258,,,,,,,
15294,wheat,60,30,30,6.7,167.38,23.56,69.69871028,,,,,,,
17308,jowar,80,40,40,5.6,579.75,34.01,83.6912729,,,,,,,
34250,cotton,120,40,20,5.66,1246.715,22.6,79.84347425,,,,,,,
8932,barley,70,40,45,5.6,19.38,22.766,83.67990891,,,,,,,
53141,rapeseed,50,40,20,5.06,167.38,23.56,67.94262421,,,,,,,
94335,onion,120,60,65,6.1,1299.26,26.51818182,81.80738171,,,,,,,
92859,sweetpotato,90,20,120,5.08,1037.32,28.08181818,81.53893093,,,,,,,
29308,banana,100,75,50,6.68,550.1245,27.63636364,80.35812258,,,,,,,
49937,garlic,50,10,60,5.58,1026.64,29.18636364,87.04405082,,,,,,,
66654,sweetpotato,90,20,120,4.94,1111.68,28.64818182,81.53893093,,,,,,,
60769,moong,20,40,20,5.6,167.38,23.56,85.49997454,,,,,,,
37797,moong,20,40,20,5.5,297.66,29.56666667,85.49997454,,,,,,,
41422,maize,80,40,20,5.32,840.46,33.58333333,65.09224945,,,,,,,
20362,wheat,60,30,30,6.8,199.2125,21.3,69.69871028,,,,,,,
9732,maize,80,40,20,5.48,98.94,25.574,65.09224945,,,,,,,
20801,jowar,80,40,40,5.42,1011.49,30.43,83.6912729,,,,,,,
52361,jowar,80,40,40,5.62,70.11,25.6,83.6912729,,,,,,,
7884,soyabean,20,60,20,5.56,607.48,26.36666667,48.43839821,,,,,,,
43616,jowar,80,40,40,5.52,73.47,23.562,83.6912729,,,,,,,
38219,jackfruit,75,40,50,4.96,884.5,27.65454545,83.27393098,,,,,,,
33574,rapeseed,50,40,20,5.04,41.3,21.704,67.94262421,,,,,,,
18250,maize,80,40,20,5.38,1543.76,27.33333333,65.09224945,,,,,,,
23431,horsegram,20,60,20,6.02,98.94,25.574,53.04408395,,,,,,,
73521,maize,80,40,20,5.42,157.31,25.83333333,65.09224945,,,,,,,
51380,ragi,50,40,20,5.34,1246.715,22.6,80.86078808,,,,,,,
49906,moong,20,40,20,5.36,98.98,34.92333333,85.49997454,,,,,,,
30256,jowar,80,40,40,5.46,579.75,34.01,83.6912729,,,,,,,
61095,barley,70,40,45,5.32,19.38,22.766,83.67990891,,,,,,,
73317,onion,120,60,65,5.82,157.31,25.83333333,81.80738171,,,,,,,
64625,coriander,10,20,20,6.64,1299.26,26.51818182,85.21199775,,,,,,,
99473,barley,70,40,45,5.5,169.82,14.6,83.67990891,,,,,,,
89197,cotton,120,40,20,5.62,607.48,26.36666667,79.84347425,,,,,,,
65127,rice,80,40,40,5.5,331.88,35.34666667,82.27282154,,,,,,,
53925,onion,120,60,65,6.12,556.2,28.54545455,81.80738171,,,,,,,
51244,rapeseed,50,40,20,4.84,199.2125,21.3,67.94262421,,,,,,,
94546,moong,20,40,20,5.58,790.98,30.61666667,85.49997454,,,,,,,
84710,moong,20,40,20,5.54,579.75,34.01,85.49997454,,,,,,,
37167,papaya,50,50,50,6.1,556.2,28.54545455,92.40338768,,,,,,,
97733,potato,180,60,90,4.94,556.2,28.54545455,78.95371989,,,,,,,
95664,cotton,120,40,20,5.42,1246.715,22.6,79.84347425,,,,,,,
92549,moong,20,40,20,5.36,152.54,22.28,85.49997454,,,,,,,
11725,moong,20,40,20,5.4,840.46,33.58333333,85.49997454,,,,,,,
52004,jowar,80,40,40,5.52,1011.49,30.43,83.6912729,,,,,,,
27051,coriander,10,20,20,6.36,1603.2375,22.89090909,85.21199775,,,,,,,
60086,wheat,60,30,30,6.12,70.11,25.6,69.69871028,,,,,,,
22910,cotton,120,40,20,5.62,297.66,29.56666667,79.84347425,,,,,,,
95361,sunflower,50,60,30,5.34,157.31,25.83333333,50.59023438,,,,,,,
85768,coriander,10,20,20,6.34,1037.32,28.08181818,85.21199775,,,,,,,
78904,sweetpotato,90,20,120,5.16,2169.32,23.73636364,81.53893093,,,,,,,
880,rice,80,40,40,5.44,840.46,33.58333333,82.27282154,,,,,,,
87966,banana,100,75,50,6.62,1603.2375,22.89090909,80.35812258,,,,,,,
61857,rice,80,40,40,5.5,770.44,28.68,82.27282154,,,,,,,
9889,maize,80,40,20,5.38,34.81,34.66666667,65.09224945,,,,,,,
28095,barley,70,40,45,5.5,73.47,23.562,83.67990891,,,,,,,
39744,moong,20,40,20,5.34,182.5,29.2,85.49997454,,,,,,,
39335,wheat,60,30,30,6.8,75.32,22.676,69.69871028,,,,,,,
36179,cotton,120,40,20,5.66,607.48,26.36666667,79.84347425,,,,,,,
63054,wheat,60,30,30,6.3,152.54,22.28,69.69871028,,,,,,,
81031,coriander,10,20,20,6.52,1603.2375,22.89090909,85.21199775,,,,,,,
73296,turmeric,25,60,100,5.16,1603.2375,22.89090909,80.86305427,,,,,,,
84108,potato,180,60,90,4.98,942.8,28.99454545,78.95371989,,,,,,,
28898,potato,180,60,90,5.14,1426.3,26.73636364,78.95371989,,,,,,,
31121,onion,120,60,65,5.82,1411.78,19.94545455,81.80738171,,,,,,,
42921,turmeric,25,60,100,5.16,1603.2375,22.89090909,80.86305427,,,,,,,
90953,coriander,10,20,20,6.54,884.5,27.65454545,85.21199775,,,,,,,
66039,cotton,120,40,20,5.5,1603.2375,22.89090909,79.84347425,,,,,,,
491,rice,80,40,40,5.62,127.68,20.8,82.27282154,,,,,,,
53073,turmeric,25,60,100,5.04,1426.3,26.73636364,80.86305427,,,,,,,
6152,moong,20,40,20,5.66,790.98,30.61666667,85.49997454,,,,,,,
17240,barley,70,40,45,5.6,75.32,22.676,83.67990891,,,,,,,
37318,garlic,50,10,60,5.34,556.2,28.54545455,87.04405082,,,,,,,
23388,ragi,50,40,20,5.58,770.44,28.68,80.86078808,,,,,,,
423,rapeseed,50,40,20,5.04,127.68,20.8,67.94262421,,,,,,,
71449,maize,80,40,20,5.58,840.46,33.58333333,65.09224945,,,,,,,
75465,maize,80,40,20,5.58,113.7,30.26666667,65.09224945,,,,,,,
24909,moong,20,40,20,5.52,288.3,25.46,85.49997454,,,,,,,
73448,garlic,50,10,60,5.32,1603.2375,22.89090909,87.04405082,,,,,,,
80067,onion,120,60,65,5.96,15.34,27.276,81.80738171,,,,,,,
40365,potato,180,60,90,5.18,2569.52,4.9,78.95371989,,,,,,,
75858,wheat,60,30,30,7,19.38,22.766,69.69871028,,,,,,,
71735,onion,120,60,65,6.08,1026.64,29.18636364,81.80738171,,,,,,,
45713,horsegram,20,60,20,5.88,1145.22,28.5,53.04408395,,,,,,,
3085,barley,70,40,45,5.48,19.38,22.766,83.67990891,,,,,,,
79974,rapeseed,50,40,20,4.94,15.34,27.276,67.94262421,,,,,,,
43513,mango,20,20,30,4.92,1111.68,28.64818182,50.1565727,,,,,,,
58681,onion,120,60,65,6.12,199.2125,21.3,81.80738171,,,,,,,
16196,jowar,80,40,40,5.4,297.66,29.56666667,83.6912729,,,,,,,
17062,onion,120,60,65,5.9,689.88,29.03727273,81.80738171,,,,,,,
88923,rapeseed,50,40,20,5.14,1111.68,28.64818182,67.94262421,,,,,,,
52950,potato,180,60,90,4.94,700.241,22.19090909,78.95371989,,,,,,,
83900,moong,20,40,20,5.54,884.5,27.65454545,85.49997454,,,,,,,
46376,coriander,10,20,20,6.56,884.5,27.65454545,85.21199775,,,,,,,
68092,rice,80,40,40,5.54,411.52,34.73,82.27282154,,,,,,,
56383,rice,80,40,40,5.48,1712.66,11.2,82.27282154,,,,,,,
20078,maize,80,40,20,5.58,199.2125,21.3,65.09224945,,,,,,,
79640,rapeseed,50,40,20,5.1,94.02,22.38,67.94262421,,,,,,,
39562,rapeseed,50,40,20,5.12,169.82,14.6,67.94262421,,,,,,,
86944,maize,80,40,20,5.44,1151.02,28.03333333,65.09224945,,,,,,,
5762,sunflower,50,60,30,5.5,840.46,33.58333333,50.59023438,,,,,,,
8085,rice,80,40,40,5.32,702.459,27.23333333,82.27282154,,,,,,,
39888,wheat,60,30,30,6.5,152.54,22.28,69.69871028,,,,,,,
21377,moong,20,40,20,5.36,607.48,26.36666667,85.49997454,,,,,,,
1866,blackpepper,100,60,50,5.14,2817.86,27.90909091,80.74631724,,,,,,,
22684,onion,120,60,65,6.06,556.2,28.54545455,81.80738171,,,,,,,
70901,rice,80,40,40,5.46,127.68,20.8,82.27282154,,,,,,,
1248,banana,100,75,50,6.68,810.26,29.95636364,80.35812258,,,,,,,
74949,banana,100,75,50,6.62,1350.025,26.01818182,80.35812258,,,,,,,
58646,maize,80,40,20,5.4,1246.715,22.6,65.09224945,,,,,,,
38917,sunflower,50,60,30,5.38,579.75,34.01,50.59023438,,,,,,,
64342,rice,80,40,40,5.54,87.2,23.106,82.27282154,,,,,,,
38522,ragi,50,40,20,5.38,98.94,25.574,80.86078808,,,,,,,
29682,moong,20,40,20,5.42,510.05,33.37333333,85.49997454,,,,,,,
40249,jowar,80,40,40,5.48,288.3,25.46,83.6912729,,,,,,,
99381,sweetpotato,90,20,120,5,579.75,34.01,81.53893093,,,,,,,
46374,brinjal,80,15,40,6.6,884.5,27.65454545,80.74756245,,,,,,,
74754,maize,80,40,20,5.56,70.11,25.6,65.09224945,,,,,,,
42633,sunflower,50,60,30,5.64,199.2125,21.3,50.59023438,,,,,,,
15879,cotton,120,40,20,5.58,510.05,33.37333333,79.84347425,,,,,,,
4831,rice,80,40,40,5.32,152.54,22.28,82.27282154,,,,,,,
20356,horsegram,20,60,20,5.98,199.2125,21.3,53.04408395,,,,,,,
49931,wheat,60,30,30,6.8,87.2,23.106,69.69871028,,,,,,,
62498,onion,120,60,65,6.08,689.88,29.03727273,81.80738171,,,,,,,
53355,rice,80,40,40,5.64,113.7,30.26666667,82.27282154,,,,,,,
8231,potato,180,60,90,5.16,85.24316,21.482,78.95371989,,,,,,,
51562,turmeric,25,60,100,5.1,2817.86,27.90909091,80.86305427,,,,,,,
98605,potato,180,60,90,5.1,75.32,22.676,78.95371989,,,,,,,
33255,sweetpotato,90,20,120,5.18,1299.26,26.51818182,81.53893093,,,,,,,
94366,wheat,60,30,30,6.5,5.274,27.016,69.69871028,,,,,,,
57597,coriander,10,20,20,6.46,1299.26,26.51818182,85.21199775,,,,,,,
16910,rapeseed,50,40,20,4.82,75.32,22.676,67.94262421,,,,,,,
33003,moong,20,40,20,5.52,94.02,22.38,85.49997454,,,,,,,
10776,jowar,80,40,40,5.32,579.75,34.01,83.6912729,,,,,,,
43049,cotton,120,40,20,5.48,1246.715,22.6,79.84347425,,,,,,,
38021,cucumber,60,60,85,6.52,884.5,27.65454545,86.05565133,,,,,,,
70214,rapeseed,50,40,20,5.1,169.82,14.6,67.94262421,,,,,,,
22543,moong,20,40,20,5.4,510.05,33.37333333,85.49997454,,,,,,,
50676,barley,70,40,45,5.36,240.1,10.38,83.67990891,,,,,,,
18465,moong,20,40,20,5.68,840.46,33.58333333,85.49997454,,,,,,,
80424,rapeseed,50,40,20,5.02,293.36,14.7,67.94262421,,,,,,,
9187,jowar,80,40,40,5.52,510.05,33.37333333,83.6912729,,,,,,,
88705,onion,120,60,65,5.98,1111.68,28.64818182,81.80738171,,,,,,,
81851,soyabean,20,60,20,5.6,1011.49,30.43,48.43839821,,,,,,,
21417,wheat,60,30,30,6.11,70.11,25.6,69.69871028,,,,,,,
70064,jowar,80,40,40,5.44,579.75,34.01,83.6912729,,,,,,,
1480,wheat,60,30,30,6.5,41.3,21.704,69.69871028,,,,,,,
10501,barley,70,40,45,5.34,75.32,22.676,83.67990891,,,,,,,
16680,potato,180,60,90,4.92,689.88,29.03727273,78.95371989,,,,,,,
81742,sweetpotato,90,20,120,5.14,1111.68,28.64818182,81.53893093,,,,,,,
62256,turmeric,25,60,100,4.94,75.32,22.676,80.86305427,,,,,,,
29843,moong,20,40,20,5.36,297.66,29.56666667,85.49997454,,,,,,,
41377,banana,100,75,50,6.36,1026.64,29.18636364,80.35812258,,,,,,,
51554,rice,80,40,40,5.34,1997.12,27,82.27282154,,,,,,,
60145,sunflower,50,60,30,5.68,70.11,25.6,50.59023438,,,,,,,
94274,banana,100,75,50,6.64,1299.26,26.51818182,80.35812258,,,,,,,
45998,coriander,10,20,20,6.52,556.2,28.54545455,85.21199775,,,,,,,
62207,potato,180,60,90,5.06,75.32,22.676,78.95371989,,,,,,,
58573,maize,80,40,20,5.52,1246.715,22.6,65.09224945,,,,,,,
22122,potato,180,60,90,5.16,1426.3,26.73636364,78.95371989,,,,,,,
84929,maize,80,40,20,5.48,34.81,34.66666667,65.09224945,,,,,,,
86025,blackpepper,100,60,50,5.18,2169.32,23.73636364,80.74631724,,,,,,,
12162,maize,80,40,20,5.34,840.46,33.58333333,65.09224945,,,,,,,
65269,garlic,50,10,60,5.62,240.1,10.38,87.04405082,,,,,,,
79518,wheat,60,30,30,6.11,87.2,23.106,69.69871028,,,,,,,
64363,rapeseed,50,40,20,5,87.2,23.106,67.94262421,,,,,,,
15337,rapeseed,50,40,20,5.18,167.38,23.56,67.94262421,,,,,,,
59828,jowar,80,40,40,5.5,1011.49,30.43,83.6912729,,,,,,,
74986,rice,80,40,40,5.56,56.236,15.852,82.27282154,,,,,,,
86359,potato,180,60,90,5.16,2169.32,23.73636364,78.95371989,,,,,,,
27187,rice,80,40,40,5.48,1246.715,22.6,82.27282154,,,,,,,
63817,rice,80,40,40,5.64,127.68,20.8,82.27282154,,,,,,,
18373,banana,100,75,50,6.48,2169.32,23.73636364,80.35812258,,,,,,,
28958,horsegram,20,60,20,5.86,1145.22,28.5,53.04408395,,,,,,,
58840,wheat,60,30,30,6.7,199.2125,21.3,69.69871028,,,,,,,
41531,maize,80,40,20,5.42,1151.02,28.03333333,65.09224945,,,,,,,
68195,jowar,80,40,40,5.52,510.05,33.37333333,83.6912729,,,,,,,
53690,maize,80,40,20,5.5,510.05,33.37333333,65.09224945,,,,,,,
3711,sunflower,50,60,30,5.5,75.32,22.676,50.59023438,,,,,,,
21664,potato,180,60,90,5,1050.245,18.77818182,78.95371989,,,,,,,
61174,coriander,10,20,20,6.48,556.2,28.54545455,85.21199775,,,,,,,
60849,moong,20,40,20,5.36,1145.22,28.5,85.49997454,,,,,,,
81322,rice,80,40,40,5.64,490.74,27.6,82.27282154,,,,,,,
61403,rice,80,40,40,5.58,297.66,29.56666667,82.27282154,,,,,,,
20747,turmeric,25,60,100,4.88,2817.86,27.90909091,80.86305427,,,,,,,
18625,ragi,50,40,20,5.48,840.46,33.58333333,80.86078808,,,,,,,
21920,moong,20,40,20,5.68,1145.22,28.5,85.49997454,,,,,,,
60514,ragi,50,40,20,5.38,113.7,30.26666667,80.86078808,,,,,,,
72094,horsegram,20,60,20,6.14,94.02,22.38,53.04408395,,,,,,,
10970,rice,80,40,40,5.58,182.5,29.2,82.27282154,,,,,,,
79166,potato,180,60,90,5.04,840.46,33.58333333,78.95371989,,,,,,,
12293,garlic,50,10,60,5.68,1026.64,29.18636364,87.04405082,,,,,,,
5154,potato,180,60,90,4.96,2169.32,23.73636364,78.95371989,,,,,,,
64657,wheat,60,30,30,6.3,94.02,22.38,69.69871028,,,,,,,
50819,rice,80,40,40,5.46,122.42,18.58,82.27282154,,,,,,,
13797,rapeseed,50,40,20,5.14,73.47,23.562,67.94262421,,,,,,,
53464,garlic,50,10,60,5.36,1426.3,26.73636364,87.04405082,,,,,,,
25655,turmeric,25,60,100,4.96,1026.64,29.18636364,80.86305427,,,,,,,
17009,rapeseed,50,40,20,5.12,75.32,22.676,67.94262421,,,,,,,
11941,jowar,80,40,40,5.46,840.46,33.58333333,83.6912729,,,,,,,
33656,garlic,50,10,60,5.4,1098.26,15.5,87.04405082,,,,,,,
39418,rice,80,40,40,5.62,579.75,34.01,82.27282154,,,,,,,
64725,horsegram,20,60,20,5.82,94.02,22.38,53.04408395,,,,,,,
23355,banana,100,75,50,6.46,942.8,28.99454545,80.35812258,,,,,,,
98110,horsegram,20,60,20,5.84,297.66,29.56666667,53.04408395,,,,,,,
78355,sweetpotato,90,20,120,5.08,1037.32,28.08181818,81.53893093,,,,,,,
49299,rapeseed,50,40,20,5.16,127.68,20.8,67.94262421,,,,,,,
42274,wheat,60,30,30,6.7,240.1,10.38,69.69871028,,,,,,,
66208,jowar,80,40,40,5.34,1997.12,27,83.6912729,,,,,,,
77016,maize,80,40,20,5.34,579.75,34.01,65.09224945,,,,,,,
36643,rice,80,40,40,5.62,1145.22,28.5,82.27282154,,,,,,,
66529,wheat,60,30,30,6.12,73.47,23.562,69.69871028,,,,,,,
81951,rapeseed,50,40,20,4.98,73.47,23.562,67.94262421,,,,,,,
6848,moong,20,40,20,5.46,1246.715,22.6,85.49997454,,,,,,,
87569,sunflower,50,60,30,5.52,157.31,25.83333333,50.59023438,,,,,,,
19614,maize,80,40,20,5.46,331.88,35.34666667,65.09224945,,,,,,,
38631,onion,120,60,65,6.16,34.81,34.66666667,81.80738171,,,,,,,
